index,provinceEnglishName,province_confirmedCount,province_curedCount,province_deadCount,updateTime
1252,Neimenggu,75,74,1,2020/3/19
1253,Shanghai,363,326,3,2020/3/19
1254,Macau,17,10,0,2020/3/19
1255,Hubei,67800,56927,3122,2020/3/18
1256,Macau,15,10,0,2020/3/18
1257,Hong Kong,181,92,4,2020/3/18
1258,Guangdong,1370,1313,8,2020/3/18
1259,Taiwan,100,22,1,2020/3/18
1260,Shanghai,361,326,3,2020/3/18
1261,Heilongjiang,482,463,13,2020/3/18
1262,Beijing,469,378,8,2020/3/18
1263,Shaanxi,246,237,3,2020/3/18
1264,Sichuan,540,525,3,2020/3/18
1265,Liaoning,125,122,1,2020/3/18
1266,Guizhou,146,144,2,2020/3/18
1267,Guangxi,253,250,2,2020/3/18
1268,Liaoning,125,120,1,2020/3/17
1269,Hubei,67799,56003,3111,2020/3/17
1270,Beijing,456,369,8,2020/3/17
1271,Shaanxi,246,236,3,2020/3/17
1272,Hong Kong,162,88,4,2020/3/17
1273,Taiwan,77,22,1,2020/3/17
1274,Sichuan,540,520,3,2020/3/17
1275,Guizhou,147,144,2,2020/3/17
1276,Macau,12,10,0,2020/3/17
1277,Shanghai,358,325,3,2020/3/17
1278,Zhejiang,1232,1216,1,2020/3/17
1279,Guangdong,1364,1307,8,2020/3/17
1280,Heilongjiang,482,456,13,2020/3/17
1281,Shandong,761,746,7,2020/3/17
1282,Guangxi,253,248,2,2020/3/17
1283,Yunnan,176,172,2,2020/3/17
1284,Hubei,67798,55142,3099,2020/3/16
1285,Liaoning,125,115,1,2020/3/16
1286,Hong Kong,155,84,4,2020/3/16
1287,Taiwan,67,20,1,2020/3/16
1288,Zhejiang,1231,1216,1,2020/3/16
1289,Heilongjiang,482,455,13,2020/3/16
1290,Guangxi,252,248,2,2020/3/16
1291,Hainan,168,161,6,2020/3/16
1292,Neimenggu,75,73,1,2020/3/16
1293,Shanghai,355,325,3,2020/3/16
1294,Ningxia,75,75,0,2020/3/16
1295,Beijing,452,360,8,2020/3/16
1296,Shaanxi,245,233,2,2020/3/16
1297,Shandong,760,746,7,2020/3/16
1298,Guizhou,146,144,2,2020/3/16
1299,Guangdong,1361,1306,8,2020/3/16
1300,Macau,11,10,0,2020/3/16
1301,Yunnan,175,172,2,2020/3/16
1302,Gansu,133,91,2,2020/3/15
1303,Guangdong,1360,1304,8,2020/3/15
1304,Hubei,67794,54288,3085,2020/3/15
1305,Sichuan,539,516,3,2020/3/15
1306,Hong Kong,145,81,4,2020/3/15
1307,Tianjin,136,133,3,2020/3/15
1308,Taiwan,59,20,1,2020/3/15
1309,Liaoning,125,114,1,2020/3/15
1310,Chongqing,576,570,6,2020/3/15
1311,Jiangsu,631,631,0,2020/3/15
1312,Zhejiang,1231,1211,1,2020/3/15
1313,Beijing,442,353,8,2020/3/15
1314,Heilongjiang,482,453,13,2020/3/15
1315,Shanghai,353,324,3,2020/3/15
1316,Yunnan,174,172,2,2020/3/15
1317,Hong Kong,140,78,4,2020/3/14
1318,Hubei,67790,52960,3075,2020/3/14
1319,Ningxia,75,73,0,2020/3/14
1320,Henan,1273,1250,22,2020/3/14
1321,Hunan,1018,1014,4,2020/3/14
1322,Taiwan,53,20,1,2020/3/14
1323,Shanghai,352,324,3,2020/3/14
1324,Sichuan,539,511,3,2020/3/14
1325,Shandong,760,741,7,2020/3/14
1326,Gansu,129,89,2,2020/3/14
1327,Beijing,437,349,8,2020/3/14
1328,Zhejiang,1227,1211,1,2020/3/14
1329,Guangdong,1356,1299,8,2020/3/14
1330,Guizhou,146,143,2,2020/3/14
1331,Liaoning,125,113,1,2020/3/14
1332,Heilongjiang,482,447,13,2020/3/14
1333,Chongqing,576,566,6,2020/3/14
1334,Hong Kong,134,77,4,2020/3/13
1335,Guangdong,1356,1296,8,2020/3/13
1336,Sichuan,539,503,3,2020/3/13
1337,Shanghai,346,324,3,2020/3/13
1338,Taiwan,50,20,1,2020/3/13
1339,Shanxi,133,133,0,2020/3/13
1340,Hunan,1018,1005,4,2020/3/13
1341,Shandong,760,739,7,2020/3/13
1342,Hubei,67786,51553,3062,2020/3/13
1343,Beijing,436,342,8,2020/3/13
1344,Guizhou,146,140,2,2020/3/13
1345,Jiangsu,631,630,0,2020/3/13
1346,Heilongjiang,482,446,13,2020/3/13
1347,Guangxi,252,243,2,2020/3/13
1348,Hebei,318,310,6,2020/3/13
1349,Chongqing,576,564,6,2020/3/13
1350,Heilongjiang,482,441,13,2020/3/12
1351,Jilin,93,92,1,2020/3/12
1352,Sichuan,539,498,3,2020/3/12
1353,Hubei,67781,50318,3056,2020/3/12
1354,Hunan,1018,999,4,2020/3/12
1355,Liaoning,125,112,1,2020/3/12
1356,Shanxi,133,132,0,2020/3/12
1357,Tianjin,136,132,3,2020/3/12
1358,Taiwan,49,20,1,2020/3/12
1359,Shandong,760,734,6,2020/3/12
1360,Shanghai,344,321,3,2020/3/12
1361,Hebei,318,308,6,2020/3/12
1362,Henan,1273,1249,22,2020/3/12
1363,Jiangsu,631,629,0,2020/3/12
1364,Guangdong,1356,1289,8,2020/3/12
1365,Hainan,168,160,6,2020/3/12
1366,Jiangxi,935,934,1,2020/3/12
1367,Hong Kong,129,67,3,2020/3/12
1368,Shaanxi,245,232,2,2020/3/12
1369,Zhejiang,1215,1197,1,2020/3/12
1370,Beijing,435,334,8,2020/3/12
1371,Guizhou,146,137,2,2020/3/12
1372,Guangxi,252,241,2,2020/3/12
1373,Chongqing,576,554,6,2020/3/12
1374,Sichuan,539,488,3,2020/3/11
1375,Gansu,127,88,2,2020/3/11
1376,Heilongjiang,482,436,13,2020/3/11
1377,Shandong,760,726,6,2020/3/11
1378,Guangxi,252,238,2,2020/3/11
1379,Hubei,67773,49134,3046,2020/3/11
1380,Guangdong,1356,1282,8,2020/3/11
1381,Hong Kong,126,65,3,2020/3/11
1382,Zhejiang,1215,1195,1,2020/3/11
1383,Shaanxi,245,232,1,2020/3/11
1384,Ningxia,75,72,0,2020/3/11
1385,Henan,1273,1249,22,2020/3/11
1386,Chongqing,576,549,6,2020/3/11
1387,Neimenggu,75,71,1,2020/3/11
1388,Taiwan,48,17,1,2020/3/11
1389,Shanghai,344,320,3,2020/3/11
1390,Guizhou,146,133,2,2020/3/11
1391,Jiangxi,935,932,1,2020/3/11
1392,Beijing,435,326,8,2020/3/11
1393,Hunan,1018,995,4,2020/3/11
1394,Shanxi,133,131,0,2020/3/11
1395,Hubei,67760,47743,3024,2020/3/10
1396,Gansu,125,88,2,2020/3/10
1397,Hong Kong,118,60,3,2020/3/10
1398,Zhejiang,1215,1191,1,2020/3/10
1399,Sichuan,539,478,3,2020/3/10
1400,Tianjin,136,131,3,2020/3/10
1401,Guangdong,1353,1274,8,2020/3/10
1402,Hunan,1018,990,4,2020/3/10
1403,Shaanxi,245,228,1,2020/3/10
1404,Jiangsu,631,627,0,2020/3/10
1405,Shandong,758,719,6,2020/3/10
1406,Taiwan,47,17,1,2020/3/10
1407,Shanghai,344,319,3,2020/3/10
1408,Shanxi,133,128,0,2020/3/10
1409,Liaoning,125,111,1,2020/3/10
1410,Jiangxi,935,927,1,2020/3/10
1411,Guizhou,146,129,2,2020/3/10
1412,Beijing,429,320,8,2020/3/10
1413,Guangxi,252,234,2,2020/3/10
1414,Heilongjiang,481,434,13,2020/3/10
1415,Chongqing,576,542,6,2020/3/10
1416,Jilin,93,91,1,2020/3/9
1417,Hubei,67743,46488,3008,2020/3/9
1418,Heilongjiang,481,430,13,2020/3/9
1419,Chongqing,576,535,6,2020/3/9
1420,Gansu,124,88,2,2020/3/9
1421,Shanxi,133,127,0,2020/3/9
1422,Shandong,758,700,6,2020/3/9
1423,Tianjin,136,130,3,2020/3/9
1424,Hong Kong,115,59,3,2020/3/9
1425,Guangdong,1352,1260,8,2020/3/9
1426,Zhejiang,1215,1176,1,2020/3/9
1427,Sichuan,539,466,3,2020/3/9
1428,Jiangsu,631,621,0,2020/3/9
1429,Beijing,428,315,8,2020/3/9
1430,Hunan,1018,979,4,2020/3/9
1431,Taiwan,45,15,1,2020/3/9
1432,Shanghai,342,315,3,2020/3/9
1433,Guizhou,146,123,2,2020/3/9
1434,Guangxi,252,230,2,2020/3/9
1435,Jiangxi,935,923,1,2020/3/9
1436,Shaanxi,245,227,1,2020/3/8
1437,Hubei,67707,45235,2986,2020/3/8
1438,Guangdong,1352,1256,7,2020/3/8
1439,Heilongjiang,481,412,13,2020/3/8
1440,Hong Kong,114,58,3,2020/3/8
1441,Gansu,124,87,2,2020/3/8
1442,Sichuan,539,464,3,2020/3/8
1443,Hunan,1018,968,4,2020/3/8
1444,Shandong,758,642,6,2020/3/8
1445,Jiangsu,631,612,0,2020/3/8
1446,Zhejiang,1215,1161,1,2020/3/8
1447,Jiangxi,935,919,1,2020/3/8
1448,Xinjiang,76,73,3,2020/3/8
1449,Liaoning,125,109,1,2020/3/8
1450,Neimenggu,75,70,1,2020/3/8
1451,Henan,1272,1247,22,2020/3/8
1452,Anhui,990,984,6,2020/3/8
1453,Shanghai,342,314,3,2020/3/8
1454,Hainan,168,159,6,2020/3/8
1455,Taiwan,45,13,1,2020/3/8
1456,Beijing,428,308,8,2020/3/8
1457,Guizhou,146,117,2,2020/3/8
1458,Guangxi,252,223,2,2020/3/8
1459,Chongqing,576,526,6,2020/3/8
1460,Guangxi,252,218,2,2020/3/7
1461,Gansu,120,87,2,2020/3/7
1462,Jiangsu,631,606,0,2020/3/7
1463,Liaoning,125,107,1,2020/3/7
1464,Shandong,758,627,6,2020/3/7
1465,Sichuan,539,454,3,2020/3/7
1466,Chongqing,576,521,6,2020/3/7
1467,Hebei,318,307,6,2020/3/7
1468,Fujian,296,295,1,2020/3/7
1469,Henan,1272,1244,22,2020/3/7
1470,Hubei,67666,43500,2959,2020/3/7
1471,Guangdong,1352,1237,7,2020/3/7
1472,Hong Kong,108,51,2,2020/3/7
1473,Heilongjiang,481,403,13,2020/3/7
1474,Zhejiang,1215,1154,1,2020/3/7
1475,Hunan,1018,960,4,2020/3/7
1476,Xinjiang,76,72,3,2020/3/7
1477,Shanghai,342,313,3,2020/3/7
1478,Neimenggu,75,67,1,2020/3/7
1479,Jiangxi,935,916,1,2020/3/7
1480,Beijing,426,303,8,2020/3/7
1481,Guizhou,146,115,2,2020/3/7
1482,Hubei,67592,42033,2931,2020/3/6
1483,Heilongjiang,481,396,13,2020/3/6
1484,Gansu,119,87,2,2020/3/6
1485,Jiangxi,935,909,1,2020/3/6
1486,Guangdong,1352,1216,7,2020/3/6
1487,Beijing,422,299,8,2020/3/6
1488,Sichuan,539,442,3,2020/3/6
1489,Taiwan,45,12,1,2020/3/6
1490,Fujian,296,284,1,2020/3/6
1491,Ningxia,75,71,0,2020/3/6
1492,Hong Kong,106,46,2,2020/3/6
1493,Shandong,758,618,6,2020/3/6
1494,Hunan,1018,955,4,2020/3/6
1495,Chongqing,576,513,6,2020/3/6
1496,Zhejiang,1215,1147,1,2020/3/6
1497,Jiangsu,631,594,0,2020/3/6
1498,Shaanxi,245,226,1,2020/3/6
1499,Henan,1272,1243,22,2020/3/6
1500,Jilin,93,90,1,2020/3/6
1501,Macau,10,10,0,2020/3/6
1502,Shanghai,342,306,3,2020/3/6
1503,Xinjiang,76,71,3,2020/3/6
1504,Hebei,318,305,6,2020/3/6
1505,Anhui,990,979,6,2020/3/6
1506,Yunnan,174,170,2,2020/3/6
1507,Guangxi,252,217,2,2020/3/6
1508,Neimenggu,75,65,1,2020/3/6
1509,Gansu,102,87,2,2020/3/5
1510,Hubei,67466,40592,2902,2020/3/5
1511,Shandong,758,578,6,2020/3/5
1512,Guangdong,1351,1188,7,2020/3/5
1513,Sichuan,539,425,3,2020/3/5
1514,Jiangsu,631,583,0,2020/3/5
1515,Taiwan,44,12,1,2020/3/5
1516,Hebei,318,304,6,2020/3/5
1517,Shanxi,133,126,0,2020/3/5
1518,Henan,1272,1244,22,2020/3/5
1519,Jilin,93,88,1,2020/3/5
1520,Zhejiang,1215,1124,1,2020/3/5
1521,Guangxi,252,214,2,2020/3/5
1522,Fujian,296,277,1,2020/3/5
1523,Hunan,1018,938,4,2020/3/5
1524,Neimenggu,75,64,1,2020/3/5
1525,Shanghai,339,303,3,2020/3/5
1526,Shaanxi,245,224,1,2020/3/5
1527,Hainan,168,158,6,2020/3/5
1528,Xinjiang,76,70,3,2020/3/5
1529,Anhui,990,970,6,2020/3/5
1530,Tianjin,136,128,3,2020/3/5
1531,Jiangxi,935,901,1,2020/3/5
1532,Heilongjiang,481,379,13,2020/3/5
1533,Hong Kong,105,43,2,2020/3/5
1534,Chongqing,576,502,6,2020/3/5
1535,Beijing,418,297,8,2020/3/5
1536,Hunan,1018,916,4,2020/3/4
1537,Shaanxi,245,223,1,2020/3/4
1538,Neimenggu,75,63,1,2020/3/4
1539,Xinjiang,76,69,3,2020/3/4
1540,Gansu,91,87,2,2020/3/4
1541,Hubei,67332,38557,2871,2020/3/4
1542,Shandong,758,516,6,2020/3/4
1543,Sichuan,538,406,3,2020/3/4
1544,Heilongjiang,480,373,13,2020/3/4
1545,Jiangsu,631,577,0,2020/3/4
1546,Fujian,296,270,1,2020/3/4
1547,Guangdong,1350,1133,7,2020/3/4
1548,Zhejiang,1213,1114,1,2020/3/4
1549,Anhui,990,956,6,2020/3/4
1550,Hebei,318,301,6,2020/3/4
1551,Jilin,93,86,1,2020/3/4
1552,Hainan,168,158,5,2020/3/4
1553,Hong Kong,102,37,2,2020/3/4
1554,Shanghai,338,298,3,2020/3/4
1555,Beijing,417,294,8,2020/3/4
1556,Jiangxi,935,884,1,2020/3/4
1557,Ningxia,75,69,0,2020/3/4
1558,Henan,1272,1234,22,2020/3/4
1559,Guangxi,252,210,2,2020/3/4
1560,Chongqing,576,490,6,2020/3/4
1561,Shanxi,133,124,0,2020/3/4
1562,Guangdong,1350,1101,7,2020/3/3
1563,Henan,1272,1231,22,2020/3/3
1564,Tianjin,136,124,3,2020/3/3
1565,Anhui,990,936,6,2020/3/3
1566,Liaoning,125,106,1,2020/3/3
1567,Fujian,296,260,1,2020/3/3
1568,Gansu,91,86,2,2020/3/3
1569,Hunan,1018,906,4,2020/3/3
1570,Heilongjiang,480,366,13,2020/3/3
1571,Zhejiang,1213,1093,1,2020/3/3
1572,Macau,10,9,0,2020/3/3
1573,Hong Kong,100,37,2,2020/3/3
1574,Hubei,67217,36208,2835,2020/3/3
1575,Hainan,168,152,5,2020/3/3
1576,Jiangsu,631,562,0,2020/3/3
1577,Sichuan,538,394,3,2020/3/3
1578,Shanxi,133,120,0,2020/3/3
1579,Hebei,318,300,6,2020/3/3
1580,Neimenggu,75,59,1,2020/3/3
1581,Shandong,758,511,6,2020/3/3
1582,Xinjiang,76,68,3,2020/3/3
1583,Taiwan,42,12,1,2020/3/3
1584,Shanghai,338,294,3,2020/3/3
1585,Yunnan,174,169,2,2020/3/3
1586,Beijing,414,288,8,2020/3/3
1587,Jiangxi,935,870,1,2020/3/3
1588,Guangxi,252,202,2,2020/3/3
1589,Chongqing,576,469,6,2020/3/3
1590,Xinjiang,76,66,3,2020/3/2
1591,Hubei,67103,33934,2803,2020/3/2
1592,Guangdong,1350,1059,7,2020/3/2
1593,Sichuan,538,386,3,2020/3/2
1594,Anhui,990,917,6,2020/3/2
1595,Jilin,93,83,1,2020/3/2
1596,Gansu,91,85,2,2020/3/2
1597,Heilongjiang,480,356,13,2020/3/2
1598,Jiangsu,631,543,0,2020/3/2
1599,Guangxi,252,192,2,2020/3/2
1600,Fujian,296,255,1,2020/3/2
1601,Shanxi,133,117,0,2020/3/2
1602,Zhejiang,1206,1069,1,2020/3/2
1603,Hunan,1018,887,4,2020/3/2
1604,Henan,1272,1205,22,2020/3/2
1605,Neimenggu,75,54,0,2020/3/2
1606,Hebei,318,296,6,2020/3/2
1607,Shanghai,337,292,3,2020/3/2
1608,Shaanxi,245,216,1,2020/3/2
1609,Beijing,414,282,8,2020/3/2
1610,Shandong,758,460,6,2020/3/2
1611,Taiwan,41,12,1,2020/3/2
1612,Yunnan,174,168,2,2020/3/2
1613,Liaoning,122,103,1,2020/3/2
1614,Ningxia,74,69,0,2020/3/2
1615,Jiangxi,935,850,1,2020/3/2
1616,Hong Kong,98,36,2,2020/3/2
1617,Guizhou,146,114,2,2020/3/2
1618,Chongqing,576,450,6,2020/3/2
1619,Hong Kong,96,36,2,2020/3/1
1620,Gansu,91,84,2,2020/3/1
1621,Guangdong,1349,1016,7,2020/3/1
1622,Henan,1272,1198,22,2020/3/1
1623,Hebei,318,294,6,2020/3/1
1624,Tianjin,136,111,3,2020/3/1
1625,Liaoning,122,103,1,2020/3/1
1626,Sichuan,538,365,3,2020/3/1
1627,Shandong,758,443,6,2020/3/1
1628,Heilongjiang,480,342,13,2020/3/1
1629,Zhejiang,1205,1046,1,2020/3/1
1630,Hainan,168,149,5,2020/3/1
1631,Hubei,66907,31536,2761,2020/3/1
1632,Hunan,1018,866,4,2020/3/1
1633,Anhui,990,873,6,2020/3/1
1634,Jiangsu,631,536,0,2020/3/1
1635,Neimenggu,75,52,0,2020/3/1
1636,Xinjiang,76,64,3,2020/3/1
1637,Guangxi,252,181,2,2020/3/1
1638,Fujian,296,247,1,2020/3/1
1639,Shaanxi,245,208,1,2020/3/1
1640,Jilin,93,78,1,2020/3/1
1641,Chongqing,576,442,6,2020/3/1
1642,Taiwan,40,9,1,2020/3/1
1643,Shanghai,337,290,3,2020/3/1
1644,Yunnan,174,163,2,2020/3/1
1645,Shanxi,133,115,0,2020/3/1
1646,Beijing,413,276,8,2020/3/1
1647,Jiangxi,935,831,1,2020/3/1
1648,Guangdong,1349,983,7,2020/2/29
1649,Shandong,756,421,6,2020/2/29
1650,Hunan,1018,846,4,2020/2/29
1651,Fujian,296,243,1,2020/2/29
1652,Hebei,318,282,6,2020/2/29
1653,Liaoning,121,96,1,2020/2/29
1654,Henan,1272,1170,21,2020/2/29
1655,Hubei,66337,28993,2727,2020/2/29
1656,Sichuan,538,351,3,2020/2/29
1657,Heilongjiang,480,301,13,2020/2/29
1658,Guangxi,252,176,2,2020/2/29
1659,Tianjin,136,109,3,2020/2/29
1660,Xinjiang,76,62,3,2020/2/29
1661,Hainan,168,147,5,2020/2/29
1662,Zhejiang,1205,1016,1,2020/2/29
1663,Jilin,93,75,1,2020/2/29
1664,Shaanxi,245,207,1,2020/2/29
1665,Neimenggu,75,49,0,2020/2/29
1666,Jiangsu,631,523,0,2020/2/29
1667,Taiwan,39,9,1,2020/2/29
1668,Shanghai,337,287,3,2020/2/29
1669,Ningxia,73,69,0,2020/2/29
1670,Chongqing,576,422,6,2020/2/29
1671,Beijing,411,271,8,2020/2/29
1672,Jiangxi,935,811,1,2020/2/29
1673,Anhui,990,868,6,2020/2/29
1674,Shanxi,133,113,0,2020/2/29
1675,Yunnan,174,157,2,2020/2/29
1676,Hong Kong,94,30,2,2020/2/28
1677,Zhejiang,1205,975,1,2020/2/28
1678,Shandong,756,405,6,2020/2/28
1679,Sichuan,538,338,3,2020/2/28
1680,Henan,1272,1112,20,2020/2/28
1681,Hunan,1017,830,4,2020/2/28
1682,Guangxi,252,168,2,2020/2/28
1683,Fujian,296,235,1,2020/2/28
1684,Shaanxi,245,199,1,2020/2/28
1685,Hebei,318,277,6,2020/2/28
1686,Hainan,168,133,5,2020/2/28
1687,Guangdong,1348,935,7,2020/2/28
1688,Jiangsu,631,515,0,2020/2/28
1689,Jilin,93,73,1,2020/2/28
1690,Xinjiang,76,52,3,2020/2/28
1691,Neimenggu,75,45,0,2020/2/28
1692,Taiwan,34,6,1,2020/2/28
1693,Shanxi,133,109,0,2020/2/28
1694,Yunnan,174,156,2,2020/2/28
1695,Shanghai,337,279,3,2020/2/28
1696,Chongqing,576,402,6,2020/2/28
1697,Heilongjiang,480,283,13,2020/2/28
1698,Anhui,990,821,6,2020/2/28
1699,Gansu,91,82,2,2020/2/28
1700,Beijing,410,257,7,2020/2/28
1701,Jiangxi,935,790,1,2020/2/28
1702,Hubei,65914,26403,2682,2020/2/28
1703,Tianjin,136,102,3,2020/2/28
1704,Henan,1272,1068,20,2020/2/27
1705,Neimenggu,75,42,0,2020/2/27
1706,Shandong,756,387,6,2020/2/27
1707,Anhui,989,792,6,2020/2/27
1708,Jiangsu,631,498,0,2020/2/27
1709,Tianjin,135,102,3,2020/2/27
1710,Liaoning,121,93,1,2020/2/27
1711,Shanxi,133,106,0,2020/2/27
1712,Jilin,93,67,1,2020/2/27
1713,Xinjiang,76,43,2,2020/2/27
1714,Macau,10,8,0,2020/2/27
1715,Zhejiang,1205,932,1,2020/2/27
1716,Sichuan,534,321,3,2020/2/27
1717,Hunan,1017,804,4,2020/2/27
1718,Heilongjiang,480,270,13,2020/2/27
1719,Shaanxi,245,195,1,2020/2/27
1720,Hebei,317,274,6,2020/2/27
1721,Hubei,65596,23383,2641,2020/2/27
1722,Guangxi,252,161,2,2020/2/27
1723,Fujian,296,228,1,2020/2/27
1724,Hainan,168,131,5,2020/2/27
1725,Yunnan,174,150,2,2020/2/27
1726,Ningxia,72,68,0,2020/2/27
1727,Guangdong,1347,890,7,2020/2/27
1728,Hong Kong,92,24,2,2020/2/27
1729,Shanghai,337,276,3,2020/2/27
1730,Beijing,410,248,5,2020/2/27
1731,Jiangxi,934,754,1,2020/2/27
1732,Guizhou,146,112,2,2020/2/27
1733,Chongqing,576,384,6,2020/2/27
1734,Neimenggu,75,38,0,2020/2/26
1735,Xinjiang,76,34,2,2020/2/26
1736,Guangxi,252,147,2,2020/2/26
1737,Shaanxi,245,192,1,2020/2/26
1738,Shanxi,133,104,0,2020/2/26
1739,Jilin,93,65,1,2020/2/26
1740,Gansu,91,81,2,2020/2/26
1741,Hubei,65187,20969,2615,2020/2/26
1742,Hong Kong,89,24,2,2020/2/26
1743,Shandong,756,377,6,2020/2/26
1744,Hainan,168,129,5,2020/2/26
1745,Tianjin,135,96,3,2020/2/26
1746,Taiwan,32,5,1,2020/2/26
1747,Henan,1271,1033,19,2020/2/26
1748,Guangdong,1347,851,7,2020/2/26
1749,Zhejiang,1205,867,1,2020/2/26
1750,Heilongjiang,480,249,12,2020/2/26
1751,Fujian,294,218,1,2020/2/26
1752,Hebei,312,261,6,2020/2/26
1753,Anhui,989,744,6,2020/2/26
1754,Hunan,1016,783,4,2020/2/26
1755,Sichuan,531,307,3,2020/2/26
1756,Jiangsu,631,478,0,2020/2/26
1757,Chongqing,576,373,6,2020/2/26
1758,Yunnan,174,144,2,2020/2/26
1759,Shanghai,336,272,3,2020/2/26
1760,Ningxia,71,65,0,2020/2/26
1761,Jiangxi,934,719,1,2020/2/26
1762,Beijing,400,235,4,2020/2/26
1763,Liaoning,121,88,1,2020/2/26
1764,Hubei,64786,18971,2563,2020/2/25
1765,Heilongjiang,480,243,12,2020/2/25
1766,Shaanxi,245,186,1,2020/2/25
1767,Tianjin,135,91,3,2020/2/25
1768,Jilin,93,63,1,2020/2/25
1769,Macau,10,7,0,2020/2/25
1770,Jiangxi,934,683,1,2020/2/25
1771,Hunan,1016,768,4,2020/2/25
1772,Sichuan,529,289,3,2020/2/25
1773,Shandong,756,355,6,2020/2/25
1774,Hainan,168,124,5,2020/2/25
1775,Hebei,311,248,6,2020/2/25
1776,Henan,1271,1002,19,2020/2/25
1777,Guangxi,252,134,2,2020/2/25
1778,Fujian,294,199,1,2020/2/25
1779,Hong Kong,84,19,2,2020/2/25
1780,Zhejiang,1205,808,1,2020/2/25
1781,Guangdong,1347,822,7,2020/2/25
1782,Guizhou,146,104,2,2020/2/25
1783,Taiwan,31,5,1,2020/2/25
1784,Anhui,989,712,6,2020/2/25
1785,Shanghai,336,268,3,2020/2/25
1786,Yunnan,174,129,2,2020/2/25
1787,Shanxi,133,96,0,2020/2/25
1788,Ningxia,71,61,0,2020/2/25
1789,Beijing,400,215,4,2020/2/25
1790,Jiangsu,631,458,0,2020/2/25
1791,Liaoning,121,83,1,2020/2/25
1792,Chongqing,576,349,6,2020/2/25
1793,Gansu,91,80,2,2020/2/24
1794,Tianjin,135,87,3,2020/2/24
1795,Xinjiang,76,30,2,2020/2/24
1796,Shanxi,132,91,0,2020/2/24
1797,Neimenggu,75,34,0,2020/2/24
1798,Heilongjiang,480,227,12,2020/2/24
1799,Jiangsu,631,452,0,2020/2/24
1800,Shaanxi,245,173,1,2020/2/24
1801,Hainan,168,116,5,2020/2/24
1802,Hunan,1016,731,4,2020/2/24
1803,Sichuan,527,276,3,2020/2/24
1804,Hebei,311,234,6,2020/2/24
1805,Henan,1271,943,19,2020/2/24
1806,Hong Kong,79,19,2,2020/2/24
1807,Hubei,64287,16748,2495,2020/2/24
1808,Shandong,755,343,5,2020/2/24
1809,Guangdong,1345,786,6,2020/2/24
1810,Fujian,293,183,1,2020/2/24
1811,Taiwan,30,5,1,2020/2/24
1812,Zhejiang,1205,782,1,2020/2/24
1813,Anhui,989,663,6,2020/2/24
1814,Yunnan,174,128,2,2020/2/24
1815,Jilin,93,60,1,2020/2/24
1816,Shanghai,335,261,3,2020/2/24
1817,Guangxi,251,112,2,2020/2/24
1818,Liaoning,121,80,1,2020/2/24
1819,Ningxia,71,58,0,2020/2/24
1820,Jiangxi,934,645,1,2020/2/24
1821,Beijing,399,198,4,2020/2/24
1822,Chongqing,575,335,6,2020/2/24
1823,Xinjiang,76,28,2,2020/2/23
1824,Heilongjiang,480,222,12,2020/2/23
1825,Liaoning,121,73,1,2020/2/23
1826,Gansu,91,78,2,2020/2/23
1827,Tianjin,135,81,3,2020/2/23
1828,Guizhou,146,102,2,2020/2/23
1829,Jilin,91,54,1,2020/2/23
1830,Hubei,64084,15343,2346,2020/2/23
1831,Zhejiang,1205,760,1,2020/2/23
1832,Shaanxi,245,163,1,2020/2/23
1833,Shandong,754,321,4,2020/2/23
1834,Hebei,311,219,6,2020/2/23
1835,Shanxi,132,89,0,2020/2/23
1836,Guangdong,1342,755,6,2020/2/23
1837,Henan,1271,868,19,2020/2/23
1838,Anhui,989,637,6,2020/2/23
1839,Jiangxi,934,613,1,2020/2/23
1840,Hunan,1016,714,4,2020/2/23
1841,Sichuan,526,261,3,2020/2/23
1842,Chongqing,573,328,6,2020/2/23
1843,Jiangsu,631,418,0,2020/2/23
1844,Beijing,399,189,4,2020/2/23
1845,Guangxi,249,106,2,2020/2/23
1846,Fujian,293,170,1,2020/2/23
1847,Shanghai,335,249,3,2020/2/23
1848,Hong Kong,74,11,2,2020/2/23
1849,Hainan,168,106,4,2020/2/23
1850,Yunnan,174,115,2,2020/2/23
1851,Neimenggu,75,27,0,2020/2/23
1852,Taiwan,28,2,1,2020/2/23
1853,Ningxia,71,56,0,2020/2/23
1854,Macau,10,6,0,2020/2/23
1855,Qinghai,18,18,0,2020/2/23
1856,Xizang,1,1,0,2020/2/23
1857,Henan,1270,830,19,2020/2/22
1858,Fujian,293,162,1,2020/2/22
1859,Neimenggu,75,23,0,2020/2/22
1860,Hong Kong,69,6,2,2020/2/22
1861,Hubei,63454,13690,2250,2020/2/22
1862,Sichuan,526,250,3,2020/2/22
1863,Hebei,309,203,6,2020/2/22
1864,Tianjin,135,65,3,2020/2/22
1865,Jilin,91,52,1,2020/2/22
1866,Zhejiang,1205,719,1,2020/2/22
1867,Heilongjiang,479,204,12,2020/2/22
1868,Xinjiang,76,25,2,2020/2/22
1869,Guangdong,1339,728,5,2020/2/22
1870,Hunan,1013,692,4,2020/2/22
1871,Hainan,168,104,4,2020/2/22
1872,Shaanxi,245,149,1,2020/2/22
1873,Shandong,750,302,4,2020/2/22
1874,Shanxi,132,79,0,2020/2/22
1875,Anhui,989,597,6,2020/2/22
1876,Jiangsu,631,401,0,2020/2/22
1877,Shanghai,335,227,3,2020/2/22
